Row,hsa-mir-33a,hsa-mir-9-1,hsa-mir-31,hsa-mir-369,hsa-mir-361,hsa-mir-381,hsa-mir-193b,hsa-mir-9-2,hsa-mir-99b,hsa-mir-574,hsa-mir-155,hsa-mir-2110,hsa-mir-1978,hsa-let-7a-1,hsa-mir-365-2,hsa-mir-193a,hsa-mir-511-2,hsa-mir-497,hsa-mir-627,hsa-mir-1271,hsa-mir-1275,hsa-mir-1180,hsa-mir-33b,hsa-mir-423,hsa-mir-24-1,hsa-mir-1249,hsa-mir-370,hsa-mir-103-1,hsa-mir-107,hsa-mir-214,hsa-mir-199a-1,hsa-mir-326,hsa-mir-10b,hsa-let-7e,hsa-mir-376c,hsa-mir-664,hsa-mir-191,hsa-mir-940,hsa-mir-301a,hsa-mir-378,hsa-mir-1977,hsa-mir-455,hsa-mir-330,hsa-mir-17,hsa-mir-376b,hsa-mir-616,hsa-mir-92b,hsa-mir-324,hsa-mir-663,hsa-mir-200c,hsa-mir-188,hsa-mir-433,hsa-mir-1287,hsa-mir-337,hsa-mir-589,hsa-mir-125a,hsa-mir-20b,hsa-mir-125b-1,hsa-mir-382,hsa-mir-219-1,hsa-mir-148a,hsa-mir-421,hsa-mir-127,hsa-mir-320a,hsa-mir-92a-2,hsa-mir-363,hsa-mir-96,hsa-mir-502,hsa-mir-1227,hsa-mir-579,hsa-mir-195,hsa-mir-27b,hsa-mir-429,hsa-mir-99a,hsa-mir-582,hsa-mir-452,hsa-mir-708,hsa-mir-1269,hsa-mir-197,hsa-mir-639,hsa-mir-432,hsa-mir-545,hsa-mir-136,hsa-mir-192,hsa-mir-301b,hsa-mir-1277,hsa-mir-451,hsa-mir-190,hsa-mir-663b,hsa-mir-132,hsa-mir-147b,hsa-mir-28,hsa-mir-196b,hsa-mir-485,hsa-mir-744,hsa-mir-199a-2,hsa-mir-939,hsa-mir-27a,hsa-mir-511-1,hsa-mir-93,hsa-mir-15b,hsa-mir-887,hsa-mir-30e,hsa-mir-1247,hsa-mir-19b-1,hsa-mir-24-2,hsa-mir-365-1,hsa-mir-374b,hsa-mir-598,hsa-mir-18a,hsa-mir-29b-1,hsa-mir-30c-1,hsa-mir-624,hsa-mir-495,hsa-mir-671,hsa-mir-493,hsa-mir-503,hsa-mir-412,hsa-mir-450b,hsa-mir-659,hsa-mir-409,hsa-mir-103-2,hsa-mir-652,hsa-mir-16-1,hsa-mir-139,hsa-mir-29b-2,hsa-mir-551b,hsa-mir-146a,hsa-mir-542,hsa-mir-769,hsa-mir-210,hsa-mir-181a-1,hsa-let-7f-1,hsa-mir-128-1,hsa-mir-505,hsa-mir-379,hsa-mir-149,hsa-mir-23a,hsa-mir-200a,hsa-mir-509-3,hsa-mir-148b,hsa-mir-675,hsa-mir-29c,hsa-mir-183,hsa-mir-338,hsa-mir-133a-1,hsa-mir-1306,hsa-mir-19a,hsa-mir-30c-2,hsa-mir-424,hsa-mir-331,hsa-mir-592,hsa-mir-625,hsa-mir-758,hsa-mir-1226,hsa-mir-889,hsa-let-7i,hsa-mir-1259,hsa-mir-766,hsa-mir-141,hsa-let-7a-2,hsa-mir-185,hsa-mir-26a-1,hsa-mir-552,hsa-let-7c,hsa-mir-642,hsa-mir-376a-1,hsa-mir-152,hsa-mir-217,hsa-mir-877,hsa-let-7f-2,hsa-mir-181a-2,hsa-mir-215,hsa-mir-194-1,hsa-mir-134,hsa-mir-182,hsa-let-7a-3,hsa-mir-339,hsa-mir-362,hsa-mir-450a-1,hsa-mir-509-2,hsa-mir-590,hsa-mir-942,hsa-let-7d,hsa-mir-142,hsa-mir-328,hsa-mir-100,hsa-mir-653,hsa-mir-628,hsa-mir-1-2,hsa-mir-18b,hsa-let-7b,hsa-mir-30b,hsa-mir-550-2,hsa-let-7g,hsa-mir-508,hsa-mir-494,hsa-mir-126,hsa-mir-1976,hsa-mir-320b-2
TCGA.AA.3856.01A,2.457509,-0.164475,-0.497809,-0.501157,0.444286,-0.260337,-0.11171,-0.1731,-0.384263,-0.697137,0.984028,-0.448261,-0.669615,1.22368,-0.337328,-0.857325,0.25357,0.798548,2.158956,-1.130977,1.203032,-0.031875,0.048658,-0.489502,1.49787,-0.212884,-1.149174,-0.365576,0.824104,0.147107,0.139335,-0.001192,-0.992715,-0.046304,-0.433935,-0.528623,-0.756236,0.638087,0.57261,-0.815245,0.395287,-0.466498,0.213845,-0.416389,0.616504,-0.834627,-0.565629,0.382326,0.018288,-0.87308,0.494973,-0.49427,-0.054712,-0.697628,-0.340992,-0.618755,-0.299032,0.418711,-0.608541,-0.374293,0.005052,1.238522,-0.583817,-0.504603,-0.362405,-0.439278,0.381609,0.806555,0.195532,2.681977,0.48384,1.525391,-0.039861,-0.205997,-0.195105,0.134479,0.451182,-0.341013,-0.05579,-0.549237,-0.7911,-0.572685,-0.000426,0.276801,-0.913953,-0.428204,-0.679455,1.180263,0.02733,-0.87303,0.46486,-0.301838,-0.46114,-0.38591,-0.029371,0.203854,0.176955,0.982627,0.530038,-0.87099,-0.534741,0.793539,3.025845,0.545836,-0.250674,0.65232,-0.836383,1.982045,-0.488194,-0.135531,0.380425,-0.794007,-0.083164,-0.746499,-1.104223,-0.183771,-0.698222,-0.17891,-1.057406,0.421166,-0.424456,0.684658,-0.031428,0.008749,-0.519327,0.397054,1.16368,0.229966,-1.07224,0.284269,-0.260168,0.466075,-0.641938,-0.686205,1.497348,-0.172617,0.026876,0.448686,-0.621558,-0.116353,-0.901116,-0.47091,1.919123,-0.572826,-0.909184,-0.282891,-0.968961,-0.679915,-0.431293,-0.316073,0.277248,0.545038,-0.354582,-0.74623,0.351522,-0.605407,-0.005845,-0.366462,-0.158186,0.063382,1.222099,-1.022097,0.015554,0.37922,0.221285,0.107158,-0.25623,-0.47722,-0.214825,-0.60518,1.837276,-0.449647,0.044082,0.940492,-0.624097,0.105431,1.213741,-0.149386,-0.156384,-0.603902,-0.123509,0.970309,-0.49272,-0.392123,1.494032,-1.003659,0.678877,-0.306305,0.604081,0.013607,1.625409,0.020526,3.156283,0.25115,1.956953,-0.110039,-0.93299,0.495032,-0.663055,0.122013
TCGA.AA.3864.01A,0.365181,0.22935,-0.220195,-0.07268,-0.624966,0.826621,-0.567519,0.208246,-0.536861,0.957518,-0.043045,-0.447607,-0.145618,-0.31641,0.152408,0.43681,0.496101,0.112851,1.417537,-0.249246,-0.529495,1.036952,0.120974,-0.455995,-0.721158,-0.21204,0.704219,0.081378,-0.117609,0.83785,0.458768,0.54369,-0.300268,-0.294514,0.443075,-0.705447,0.507846,0.465284,-0.133418,0.41984,-0.189491,0.497839,0.982922,0.001009,0.912108,-0.022204,0.971178,0.018293,7.742143,-0.005248,-0.369762,-0.493792,-0.522855,0.7527,1.476668,-0.518069,1.853343,0.196776,0.554553,1.081573,-0.052783,-0.287834,0.497933,0.369972,-0.243875,4.335274,0.073128,-0.604305,0.19686,0.295321,-0.031105,-0.153961,1.514439,0.113977,0.312669,-0.750786,0.100948,-0.417566,0.274589,-0.972903,0.252514,0.011343,0.636614,0.247106,0.029563,-0.833343,0.53838,0.653269,4.645908,0.36239,0.950954,-0.441945,-0.060478,0.053221,0.166513,0.356999,-1.342214,0.327632,0.295445,0.379376,0.581014,0.42358,-0.166625,-0.165008,-0.455899,-0.584803,-0.656943,-0.301225,-0.645347,-0.226008,0.262469,-0.234698,1.615378,-0.46653,-0.038556,0.201685,-0.209233,0.54933,-0.256728,-0.669784,0.281148,0.204461,0.032179,-0.24351,-0.351146,0.394365,0.986883,-0.809832,0.209454,-0.651128,0.111705,-0.789219,-0.407467,0.541829,0.046165,0.928306,0.162656,-0.009878,1.033054,-0.098311,-0.170623,-0.278594,-0.095569,-0.366624,-0.410553,-0.432623,0.389419,-0.060719,-0.676439,-0.022668,0.220626,-0.692861,0.747403,0.574469,-0.261745,0.487946,0.12494,0.840316,0.751591,1.238365,-0.453101,0.936352,0.250521,-0.802974,-0.194922,-0.159646,-0.489474,0.548813,0.401037,0.685873,-0.775938,0.012869,0.995803,-0.043173,0.87508,-0.369426,-0.406632,0.263566,-0.406846,0.046388,-0.059351,-0.126772,0.55404,-0.45524,0.036413,-0.713973,0.181632,-0.341638,0.530756,-0.531225,-0.266583,0.217548,-0.736618,-0.154588,-0.368693,-0.082383,2.119148,1.196575,-0.661904,0.338635
TCGA.AA.3866.01A,0.271691,-0.26512,-0.49058,0.714211,-0.554657,0.799303,-0.593852,-0.253883,-0.158566,-0.815312,0.57571,-0.488253,-0.685794,-0.971613,-0.610536,-0.290492,0.734549,0.385427,-0.838846,0.499573,0.26606,-0.703451,-0.0419,-1.153244,-0.52556,-0.264446,0.277773,-1.36634,-1.099265,-0.205783,0.46717,0.296392,-0.407418,-0.362006,0.254459,-0.27799,-1.277366,0.852739,-0.608399,-0.889876,-0.558887,-0.651534,-0.932918,-1.227295,0.252992,-0.442107,-0.16072,-0.71419,-0.120904,-1.751676,-0.27891,-0.523452,-0.548886,-0.025052,-0.807674,0.015672,0.065682,0.257809,0.018882,-1.204951,-0.55889,-0.508777,0.043148,-0.740605,-1.158048,0.377446,-1.335819,-0.606051,-0.314989,-0.240246,-0.52238,0.3921,-0.861575,0.93142,-0.615911,-0.921948,0.117192,-0.065359,-1.172868,1.019979,-0.063261,0.489552,0.437556,-0.975111,-0.637056,-0.476236,-0.719888,-0.65752,-0.055723,-0.280472,-0.827246,-0.825711,0.340917,-0.218761,-0.905795,0.523432,-1.342214,0.4025,0.765207,-1.110446,0.576701,0.311698,-0.031093,-0.508372,-1.257846,-0.904795,-0.738231,-0.745954,-0.905964,-0.485054,-0.311257,-1.352233,-0.150115,0.195024,-0.157464,-0.105119,-0.802749,1.63404,-0.751796,1.832839,0.509675,0.894455,-1.018006,-0.758978,1.253386,-0.412406,-0.812641,-0.333624,-0.498683,-0.636026,-0.548614,-0.883657,-0.715542,-0.371912,-0.757377,1.060583,-0.354544,-0.196352,-0.992954,-0.123419,-1.430704,-0.387905,1.083172,-1.275065,-0.909517,0.874466,0.386674,-1.119724,-1.419714,-0.393117,-0.428898,0.134653,-0.974113,-0.060772,-0.433792,0.700542,-0.601792,-0.538193,0.489164,-1.307018,-1.03472,-1.117095,-0.752223,-0.758955,0.096088,-0.968804,-0.517606,0.230724,-0.818889,-0.442768,-1.291998,-0.633102,-0.599093,-1.320841,0.074573,-1.363529,-1.039501,-0.461986,-0.651442,-0.629534,-0.130024,-1.191322,-1.035799,-0.900226,1.286597,-0.39057,0.338071,-0.148989,0.328029,1.279118,0.578167,-1.045536,-0.909191,-0.400928,-1.345314,-0.113655,-0.574414,-0.009378,-0.573827,-0.721786
TCGA.AA.3939.01A,3.805972,-0.290903,0.266999,-0.102117,-0.445361,0.055235,0.335919,-0.265648,-0.19006,-0.366045,-0.234664,-0.355618,1.068057,-0.335676,-0.132624,1.254045,0.862771,-0.176463,0.080214,1.057043,1.177426,-0.659352,3.282661,-0.808156,1.624724,0.401628,0.193747,-1.241318,-0.837792,2.498033,1.340729,0.181561,-0.620346,-0.47662,0.139021,-0.28262,-0.716951,-0.090758,0.72579,-0.926004,2.352188,1.081045,0.017302,-0.561539,-0.852967,-0.720846,-0.905935,0.578187,-0.248924,-0.738535,0.955473,-0.14648,-0.172178,1.118421,0.032341,-0.030324,-0.240012,0.382899,0.164295,0.211968,0.613016,-0.149135,0.824211,-0.167551,-0.512882,-0.451505,-0.03186,0.815623,-1.173841,0.490496,0.121228,2.644102,0.236614,-0.215434,-0.197544,-0.248224,0.32363,0.177682,-0.86844,1.19514,0.412267,-0.161288,0.114626,-0.297925,-0.424377,0.835978,1.765828,-0.615582,0.080075,-0.451023,0.688973,-0.460839,0.412316,0.07786,0.948326,1.487304,1.249154,4.26732,1.092058,-0.744648,-0.159832,0.465399,1.386598,2.204132,-0.685095,1.016501,-0.158914,0.315078,-1.142463,0.274938,0.665089,-0.400022,-0.249478,-0.483632,0.316951,0.248317,0.460768,1.042536,-0.508583,1.031239,0.663178,3.639989,-0.163873,1.412697,-0.5194,0.560382,5.115812,0.029698,0.356322,1.015695,-0.571346,0.977961,-1.089788,-0.097231,0.393798,1.3203,-0.261404,0.831986,-0.25248,-0.130118,-0.376082,-0.420192,2.12069,-0.607445,-0.444352,-0.558293,-1.375189,-0.899534,-0.866201,0.1355,2.061087,0.742606,-0.431333,1.421799,-0.722476,0.525323,-0.788909,-0.413509,-0.03626,1.153359,-0.36428,-0.510105,2.324097,0.178838,-0.192893,-0.748353,1.833125,1.317044,-0.681937,-0.789412,0.093978,2.083714,-0.221992,-0.822681,1.861645,-0.471042,-0.343828,1.068198,-0.09399,-0.667575,-0.121111,-0.34298,-0.670327,-0.699105,1.72703,-0.802393,-0.795916,0.380795,-0.023449,-0.443246,0.589879,0.488919,0.875182,0.143441,0.306671,-0.111542,-0.282837,0.597394,-0.403817,0.251275
TCGA.AA.3947.01A,-0.415018,-0.2972,0.373478,-0.132606,-1.089525,-0.638216,-0.854315,-0.308895,-0.912989,-1.060634,0.014879,-0.803623,-0.588576,-0.172802,-0.766358,-1.097392,-0.763815,-1.047802,0.397297,-0.789069,-0.700783,0.538286,0.150207,-0.521165,-0.328961,0.153964,-1.122024,0.102738,0.088996,-0.653621,-1.040563,-0.522006,-0.179486,-0.822667,-0.670063,-0.371363,-0.17,-0.661319,0.069285,-0.849794,-0.472433,-0.600004,1.511068,-0.039482,-0.226385,0.361318,0.49778,-0.317168,-0.133958,-0.299672,-0.612705,-0.636846,0.670041,-0.714043,-0.373611,-0.878999,-0.295591,-1.054659,-1.188817,1.45149,0.129412,-0.462827,-1.121656,-0.530888,-0.854159,-0.874013,1.076978,-0.522681,-1.173841,0.218786,-1.076947,-0.418651,-0.330263,-0.890004,0.115989,-0.463549,0.045456,-0.437691,-0.898043,-0.671818,-0.736196,0.915645,-0.554838,-0.648615,0.222875,-0.374674,-0.445917,1.566361,0.007166,-0.583357,-0.523794,-1.203848,-0.585428,-0.887353,-0.635562,-1.011535,-0.622466,-0.367906,-0.031719,-0.64273,0.28727,0.676556,-0.312096,-0.58547,0.376094,0.037835,-0.523748,-0.715127,-0.492191,0.441405,-0.173144,-0.955521,-0.00855,-0.854261,-1.152042,-0.802896,-0.485557,-0.758159,-0.480237,-0.210745,-0.5788,-0.474377,-0.580187,-0.580915,-1.195389,-0.102442,-0.726764,-0.240869,-0.44654,0.506782,0.116267,-0.947935,0.157751,-0.706004,-0.723828,-0.656094,-0.508234,-1.445418,-0.519567,-0.131825,0.693829,2.460842,-0.192545,-0.361108,-0.651579,-0.592438,-0.88445,1.354463,-0.483572,-0.740337,-0.151536,-0.677036,1.623986,-0.314934,-0.504404,-0.669013,0.023289,-0.75166,-0.847206,0.500803,-0.139494,-0.811057,0.179926,0.035526,-0.896286,-0.482072,-0.459079,-1.352174,-0.981297,-0.396629,0.626347,-0.936874,-0.18707,-0.292901,-1.133587,0.216546,-0.178168,-0.505574,-0.343692,-0.113943,-0.140985,0.254893,0.245444,-1.017863,-0.110097,-0.497731,-0.676274,-0.024932,0.051776,-0.673153,0.320688,-0.873603,-0.462356,-0.63692,-0.541553,-0.111837,-0.662122,-0.049302,-1.006469,-0.095398
TCGA.AA.3949.01A,-0.578057,0.173356,0.328534,0.435185,-0.978137,-0.038025,-0.614329,0.170336,-0.596755,-0.93549,-0.141739,-0.436405,-0.864155,-0.681722,-0.75945,-0.582144,-0.701555,0.087598,-0.242533,0.444594,-0.083288,-0.771042,-0.551242,-0.780823,-0.330876,1.131363,-0.30475,-0.194464,-0.288265,-0.10534,-0.691371,-0.778375,0.465974,-0.651036,0.021176,-0.050721,-1.277045,-0.571123,-0.298157,-0.88945,-0.727828,-0.622555,-0.30861,-0.820846,-0.254858,-0.765642,0.168927,-0.636207,-0.291749,-1.304259,-0.537236,-0.485618,-0.560178,0.122308,-0.551106,-0.70037,0.059919,0.102967,0.546587,-0.78233,-0.765336,-0.788998,0.328925,-0.37637,-1.092027,1.327623,-0.636415,-0.822962,-1.173841,0.319089,-0.322426,-0.834057,-0.789838,0.523127,0.220194,-1.126512,-0.01034,-0.437144,-0.918094,-0.541798,-0.125825,-1.155582,1.193612,-1.064601,-0.588824,-0.413964,-0.758067,0.155565,-0.357147,0.732394,-0.306834,-0.922451,-0.892864,0.294268,-0.789386,-0.67134,-0.826933,-0.74726,-0.641504,-0.612166,-1.116435,0.832702,-0.241744,-0.572112,-0.647993,-0.465575,-0.832191,-0.834852,-0.233541,-0.784734,-0.559123,-0.216179,-0.063315,-0.360971,-0.469684,0.370575,-0.375879,-0.271804,0.369111,-0.65167,0.361935,-0.387383,-0.968916,-0.887226,0.053684,-0.632932,-0.435238,-0.375877,-0.202333,-0.838872,-0.183604,-0.838075,-0.857247,-0.756467,-1.140474,0.767049,-0.335287,-1.513235,-0.469072,-0.140353,-0.577132,0.202235,-0.211018,-0.819616,-0.502783,1.160793,-1.334577,0.354865,-0.270506,-0.729426,-0.71951,-0.712825,0.03356,1.029361,-0.25411,0.805308,-0.108604,-0.83666,-0.133147,-0.968649,-0.564011,0.06161,-0.959082,-1.215176,0.129511,-0.054056,0.945079,0.550037,0.340867,-0.601945,-0.328048,-1.038388,-0.562108,-0.901727,-0.137248,-0.753603,-0.645306,-0.550102,-0.654781,-0.596303,-0.140985,-0.724651,-0.477432,-1.110964,1.132899,-0.947944,2.641943,-0.429766,0.727832,2.404357,-0.831812,-1.045818,-0.908733,-0.656617,-1.171386,-0.113443,-0.157311,1.461419,-0.124608,-0.340914
TCGA.AA.3968.01A,0.177662,-0.305913,-0.473566,1.182914,0.527955,1.119198,1.095256,-0.277738,0.062191,0.596295,0.355206,-0.13236,0.052869,-0.841692,0.453662,-0.54751,0.163601,1.468451,0.631131,2.090359,0.893902,-0.47457,-0.216251,0.201577,1.41926,1.472396,1.055983,0.295722,-0.126691,1.915394,1.941338,0.415821,-0.55693,0.392508,1.642829,-0.60276,0.82663,1.792103,0.21573,-0.187319,0.670254,2.94865,-0.63201,1.950053,1.59149,-0.016882,0.368349,1.364118,-0.141953,0.156562,0.54991,1.423919,-0.495725,0.53111,-0.226188,0.29402,-0.255519,0.467514,0.433254,-0.900143,-0.080712,-0.144626,1.23005,3.210582,1.29027,-0.212935,-0.063948,1.401774,-0.727186,1.665222,1.092256,0.108525,-0.164214,-0.399356,-0.552713,-0.174795,0.962404,-0.35967,1.004151,-0.558335,0.672482,-0.870392,1.17389,0.350996,-0.920698,1.340089,0.174165,0.511486,-0.200388,0.405941,0.577794,-0.481883,0.198764,1.314627,-1.236776,1.860959,0.144332,0.132894,0.321394,0.75619,1.421355,2.018863,-0.127955,0.383173,0.650308,2.006156,0.26803,0.973692,1.501771,1.818537,1.750538,1.378962,-0.384006,0.839977,1.404118,0.641388,0.835785,1.02472,0.081022,-1.228573,1.022307,1.324974,-0.209482,0.26162,-0.504486,1.647588,0.330734,-0.099392,0.229266,1.164451,-0.515335,-0.417003,1.307684,0.001884,0.646789,-0.163096,-0.109093,-0.255505,-1.011341,-0.125675,0.317543,-0.405717,-0.154208,-0.914134,-0.276472,0.206019,-0.680534,1.20184,0.820455,1.579788,0.119595,3.00583,-0.896502,-0.146837,-0.422209,0.102302,1.974396,-0.247481,2.031257,0.229192,-0.794305,-0.680449,-0.33787,0.057588,-0.310244,-0.266978,1.901159,0.934325,0.211411,0.111968,-0.397207,-0.590499,-0.321124,-0.537167,1.150668,-0.826938,-0.825344,0.654091,0.933469,2.139764,-0.132434,2.088829,0.170225,0.507232,-0.163394,0.169836,0.053379,-0.353095,-0.49165,-0.2386,0.086841,-0.903828,1.689874,1.217506,1.957974,-0.114902,1.118306,2.397288,-0.439666,3.472906
TCGA.AA.3975.01A,1.89694,-0.276249,-0.49849,0.212366,0.840441,-0.758536,0.099134,-0.280699,-0.753134,-0.351877,-0.642515,-0.415176,1.475343,-0.73431,0.155009,-1.108637,-0.196807,0.650403,2.908265,0.073936,0.252967,-0.91148,1.288059,0.58749,1.047702,0.286445,-0.791885,-0.406328,-0.834327,-0.705234,-0.36395,-0.163642,-0.926558,0.029113,0.568816,0.463257,0.01613,0.091472,0.045522,-0.065261,2.139562,0.308151,-0.787884,1.489029,0.996791,-0.287412,-0.753021,-0.361715,-0.281633,-0.496042,2.071729,0.951394,-0.973575,0.186203,-0.66184,-0.002788,-0.264011,-0.34681,-0.391098,-0.959882,0.923551,0.695665,-0.370538,-0.209045,1.719362,-0.460891,0.72597,1.379552,-0.635168,-0.387383,-0.245122,0.707706,0.207774,-0.760097,-0.425966,1.755291,-0.288614,0.137564,-0.470005,-0.306269,0.206314,1.36667,1.080111,0.346992,-0.919158,0.515509,0.563922,1.165265,-0.256319,-0.746359,0.283085,-0.901954,0.802409,0.163256,-0.569577,-0.336666,0.251383,0.727821,-0.193498,0.397941,-0.262999,0.464099,-0.007158,0.049057,0.239311,0.410193,0.145645,2.438427,0.02625,1.169792,2.563185,-0.693461,-0.546618,-0.349764,-0.043316,-0.199683,-0.634274,-0.74236,0.329907,1.029329,-0.086172,-0.308345,0.469294,-0.086271,-0.547574,2.633398,0.776663,0.162175,0.206471,-0.589601,-0.928631,-1.043996,-0.35696,-0.838636,0.034637,-0.649041,-0.203444,-0.194834,-0.745424,-0.133272,-0.849095,-0.397392,-0.162006,-0.829282,-0.075428,-0.290847,-0.033256,3.026104,0.109668,-0.191995,-0.158842,0.314612,-1.025576,-0.154702,-0.36035,-0.446795,-0.967041,0.897458,-0.819299,-0.325071,-0.716953,-0.59907,-0.381843,1.793253,-0.874975,-0.175295,1.340925,-0.800433,1.871592,-0.137166,0.224419,-1.053452,0.536875,0.438407,-0.74694,-0.595898,-0.722522,0.432576,5.222327,0.155106,-0.120361,0.843728,0.052318,-0.655798,-0.193271,-0.79766,-0.42739,-0.354273,-0.637948,-0.591577,0.464684,-1.12572,1.888915,0.16927,1.661382,-0.110549,-0.183326,-0.294971,-0.382572,-0.276256
TCGA.AA.3976.01A,0.482907,-0.411284,-0.489904,-0.091479,-0.496391,1.115544,0.164012,-0.411019,-0.150916,-0.732823,-0.712513,-1.123569,0.570864,-0.44118,-0.002138,-0.875507,0.148681,-0.015884,-0.597398,-0.521342,0.350602,-0.018096,-0.063723,-1.194564,-0.445428,-1.083569,0.401575,-0.809081,-0.957071,-0.615513,0.867197,-0.248714,-0.861754,-0.787124,0.062909,-0.962205,0.40173,-0.171651,0.151719,-0.776345,2.095686,0.47836,0.854164,0.072437,-0.385709,-0.749778,-0.924681,-0.20564,-0.157203,-0.985243,1.449158,-0.20359,1.484843,-0.000551,-0.676703,-0.02514,-0.351159,-0.594516,0.47269,-0.874788,-0.448587,0.851436,0.495527,-0.703292,-0.333895,-0.703343,-0.955197,0.50906,-1.173841,-1.138896,0.800097,1.209771,0.09282,-0.155181,0.055422,-0.279218,-0.405914,-0.042583,-0.859295,-0.299323,0.528829,-1.155582,0.084282,0.168934,-0.478981,-0.59452,-0.619359,0.424835,0.050369,-0.563472,-0.206818,-0.055938,-0.384554,-0.346535,0.843664,0.923121,0.267986,0.979249,-0.558985,-0.461049,-0.300743,-0.254915,0.013767,0.206748,0.044581,-0.006727,0.443008,-0.292232,-0.775363,-0.070593,-0.048037,1.31031,0.583718,0.361428,-0.566376,-0.151671,-0.700467,-0.575576,-0.237042,-0.894769,1.010067,1.361441,1.03402,-1.164339,-0.402632,-0.190102,0.439826,-0.783381,0.35803,-0.638468,-0.779428,0.570667,-0.649797,-0.095485,-0.621021,0.985257,-0.25309,1.489737,0.37125,-0.102195,0.859805,-0.204655,-0.338564,-0.185658,-0.403175,-0.095075,-0.21314,-0.566959,-1.204247,0.338802,1.865411,1.119775,-0.77714,0.022789,0.253256,0.33433,-1.279956,1.714648,-1.172039,-0.234965,-0.539032,-1.093431,1.114788,0.323728,-0.309114,-0.910889,-0.58577,0.121282,0.318494,0.08931,-0.567281,1.451194,0.048858,0.297927,0.392589,-0.428432,-0.641796,-0.327652,0.161403,-0.348585,-0.131723,-1.045106,-0.163664,-0.300041,-0.823725,-1.065978,-0.167661,-0.324928,-0.281675,-0.422682,-0.121644,0.403922,-0.035409,-0.262274,-0.64958,-0.115156,0.27897,-0.700041,-0.502073,-0.798473
TCGA.AA.3986.01A,-0.294059,-0.145902,-0.517191,0.128775,-0.449536,-0.618138,-0.482538,-0.157384,-1.202498,-1.12107,0.374926,-0.299166,-0.98963,-1.090887,-0.166931,-1.405039,-0.597988,0.166343,0.016313,-0.703063,-0.488587,0.357388,-0.331451,-0.867758,-1.080822,-0.776959,-0.865194,-0.73528,-1.341831,-0.995244,-0.767804,-0.30712,-0.493841,-0.608417,-0.302829,0.17871,0.096389,-0.5194,0.332091,0.081112,-0.827651,-0.991825,-0.422906,-0.107017,-0.356194,-0.364272,-0.763495,-0.26936,-0.302477,0.21843,-0.517683,-0.570573,-0.245467,-0.375218,-0.999511,-0.769036,-0.246527,-0.621076,-0.743149,0.433133,2.24382,-0.231347,-0.891496,0.081659,-0.128504,-0.095528,0.485888,-0.799878,-0.402285,-0.331587,-0.306639,-0.795804,0.776142,-0.017231,-0.731646,-0.426951,-0.012611,0.37477,-0.894644,-0.256775,-0.278973,1.553936,0.397458,-0.481557,0.320482,1.331271,-0.734161,0.492044,-0.330069,-0.448945,-0.444347,-0.786215,-0.007551,-0.765336,-0.344674,-0.771726,-0.842906,-0.811212,-0.673009,0.316807,-0.918011,-0.756269,0.948674,0.224407,-0.826401,-1.306313,-0.234471,-0.117325,-0.78812,-0.0936,0.290643,-0.251393,0.060273,-0.18773,-0.817295,-0.636856,-0.82196,-0.276829,0.001571,-0.763023,-0.605165,-0.212362,-0.471398,-1.85126,-0.236593,0.238895,-0.301115,1.563107,-0.557539,-1.079236,-0.55374,-0.611294,-0.166929,-0.160292,-0.816701,-0.479117,-0.47636,-1.155001,0.071961,-0.127675,0.067187,-0.372986,0.785706,1.117833,-0.676812,-0.226197,-0.47385,0.662286,0.015685,-0.990252,-0.577801,-0.329072,0.054973,-0.587774,-0.160569,-0.098536,-0.716905,0.008674,-0.5251,-0.366217,-1.100021,-0.325458,-0.584698,-0.343344,-0.261839,-0.348939,-0.430626,-1.104585,-0.45323,-0.218493,0.63056,-0.35635,-0.377574,0.023394,-1.204281,0.73438,-1.065391,-0.682618,-0.242218,-0.274632,-0.127035,-0.496748,-0.316828,-0.336354,1.458837,-0.45701,0.568053,0.070993,0.050744,-0.228641,-0.304565,-1.304638,-0.649516,-0.741039,-0.183876,-0.108861,-0.02029,-0.929496,-0.154205,-0.196348
